specified in the bill. The author has declined to accept			none_parsed
specified JPAs, that fail to file their annual financial transaction			none_parsed
specified prior DUI conviction is punishable by 90 days to 1			none_parsed
specified. That bill is on the Assembly Floor			none_parsed
specify in writing the information required to make it complete			none_parsed
specify that no Governor's Scholars Program awards may be	Governor's Scholars Program	parsed
specimen makes its seizure extraordinary in both its nature and scope. The DNA samples that are being held by the federal, state and local governments can provide insights into the most			none_parsed
speculative data, be expensive to produce, and provide no			none_parsed
speed train project			none_parsed
spending on long-term care and nursing facilities in order to re-direct it			none_parsed
spent $150 million contracting with over 1,000 California suppliers			none_parsed
spent on a process that ultimately could conflict with			none_parsed
spent on effective programs for the benefit of all and not			none_parsed
spent on priority projects, such as education, law enforcement and transportation			none_parsed
spinal cord injury and bringing new funding to the state from the National Institutes of Health (NIH) and other entities. Over its 10-year	National Institutes of Health	parsed
split sentence. These facts have two conclusions. First, sentencing			none_parsed
sponsor and supporters of the bill write nearly identical letters			none_parsed
sponsor of several previous iterations of step therapy bills			none_parsed
sponsor of the bill states			none_parsed
sponsor of the bill, the Bay Area Council	Bay Area Council	parsed
Sponsor of the bill, the California Alliance of Child and Family Services	California Alliance of Child and Family Services	parsed
sponsor of the bill, the California Association of Environmental Health Administrators	California Association of Environmental Health Administrators	parsed
sponsor of the bill, the California Financial Services Association	California Financial Services Association	parsed
sponsor of the bill, the California State Treasurer	California State Treasurer	parsed
sponsor of the bill, the National Stewardship Action Council	National Stewardship Action Council	parsed
sponsor of the bill, the San Francisco AIDS Foundation (SFAF)	San Francisco AIDS Foundation	parsed
sponsor of the measure			none_parsed
sponsor of this measure, the California State Council of Service Employees International Union (SEIU California)	California State Council of Service Employees International Union	parsed
sponsor of this measure, the Mexican American Legal Defense and Educational Fund (MALDEF)	Mexican American Legal Defense and Educational Fund	parsed
Sponsor Response to SBMUD and ACWA concerns: The CCLT has communicated to	CCLT	parsed
Sponsor Victim Policy Institute writes the following	Victim Policy Institute	parsed
sponsor's letter			none_parsed
Sponsor) San Francisco Board of Supervisors	San Francisco Board of Supervisors	parsed
sponsor, Alameda Reuse and	Alameda Reuse	parsed
sponsor, CALAFCO	CALAFCO	parsed
sponsor, CITED	CITED	parsed
sponsor, it is a technical oversight that these employees have been			none_parsed
sponsor, LAUSD	LAUSD	parsed
sponsor, notes money may be collected on behalf of victims by probation			none_parsed
sponsor, PawPAC	PawPAC	parsed
sponsor, San Diego Police Historical Association	San Diego Police Historical Association	parsed
Sponsor, The California Nurses Association	California Nurses Association	parsed
sponsor, the California Professional Firefighters	California Professional Firefighters	parsed
sponsor, the California Senior Legislature	California Senior Legislature	parsed
sponsor, the Castaic Lake Water	Castaic Lake Water	parsed
sponsor, the City of Tustin, this	City of Tustin	parsed
sponsor, the CTC	CTC	parsed
sponsor, the Governor's Office	Governor's Office	parsed
sponsor, the intent of this			none_parsed
