California Legislative LGBTQ Caucus writes the following	California Legislative LGBTQ Caucus	parsed
California Legislative Women's Caucus and other groups	California Legislative Women's Caucus and other groups	parsed
California legislators to use scarce resources wisely. Locking up every		none_parsed
California Legislature (letter signed by Senators John Burton, Byron Sher, and Jackie Speier and Assemblymembers Lou Papan, Kevin Shelley and Joe Simitian)	California Legislature	parsed
California license, and all of which are pending in the Assembly		none_parsed
California licensed health care professionals supervised by	California licensed health care professionals	parsed
California licensed physicians would appear to be detrimental	California licensed physicians	parsed
California may proclaim itself an 'Abortion Sanctuary,' however, California may not thwart the laws of other		none_parsed
California Mental Health Directors Association to expand the availability of CSOC services and ensure better accountability for program performance by CSOC counties	California Mental Health Directors Association	parsed
California Moving and Storage Associate made a late-submission	California Moving and Storage Associate	parsed
California Municipal Utilities Association (CMUA) and a number of water agencies and agricultural trade associations	California Municipal Utilities Association	parsed
California National Organization for AB 2889 (Laird) Women	California National Organization for Women	parsed
California Nurses Association Oppose: Mead Johnson Nutritionals, a Bristol-Myers Squibb	California Nurses Association	parsed
California Nurses Association writes the following	California Nurses Association	parsed
California Optometric Association to establish a limitation period on the Board of Optometry for disciplinary actions undertaken against licensed optometrists	California Optometric Association	parsed
California Pharmacists Association and supported by retail pharmacies and numerous consumer organizations	California Pharmacists Association	parsed
California pharmacists will not be willing to violate federal	California pharmacists	parsed
California Physical Therapy Association to provide a narrow exception to the laws governing physical therapy services in order to allow students with an IEP to be served by physical therapists	California Physical Therapy Association	parsed
California Planning and Conservation League and supported by the Imperial County Board of Supervisors and several environmental groups	California Planning and Conservation League	parsed
California Podiatric Medical Association to update the Podiatric Practice Act to reflect contemporary podiatric medicine	California Podiatric Medical Association	parsed
California Police Chiefs Association: "The current manual utilized by POST was published in 2014 and revised in 2017	California Police Chiefs Association	parsed
California Police Chiefs' AB 1391 (Hertzberg) Association	California Police Chiefs' Association	parsed
California Police Chiefs' Association SB 78 (Murray)	California Police Chiefs' Association	parsed
California policy should		none_parsed
California Primary Care Association (CPCA) Advocates are	California Primary Care Association	parsed
California Primary Care Association and supported by DHS	California Primary Care Association	parsed
California Primary Care Association to help ensure	California Primary Care Association	parsed
California Probation, Parole and AB 319 (Frommer) Correctional Association	California Probation, Parole and Correctional Association	parsed
California Probation, Parole, and SB 282 (Petris)	California Probation, Parole, and Correctional Association	parsed
California Professional Firefighters and addresses a range of significant issues with regard to the status and discipline of EMT statewide	California Professional Firefighters	parsed
California Professional Firefighters and dozens of local union affiliates	California Professional Firefighters	parsed
California Professional Firefighters and supported by other firefighting associations	California Professional Firefighters	parsed
California Professional Firefighters and supported by other labor organizations and environmental justice groups	California Professional Firefighters	parsed
California Professional Firefighters to increase oversight and uniformity of emergency medical services statewide	California Professional Firefighters	parsed
California Professional Firefighters was opposed to the previous version when it had substantive provisions	California Professional Firefighters	parsed
California provides no public funding for this emergency food network and in tight budget times, the Emergency Food for Families Fund represents an	Emergency Food for Families Fund	parsed
California Psychiatric Association (CPA) to extend the sunset date of the Assisted Outpatient Treatment Demonstration Project Act enacted by AB	California Psychiatric Association	parsed
California Psychiatric Association and supported by physician groups	California Psychiatric Association	parsed
California Psychiatric Association to bolster the psychiatric workforce	California Psychiatric Association	parsed
California Psychological Association to establish a record retention statute for psychologists in private practice	California Psychological Association	parsed
California Psychological Association to provide licensed clinical psychologists	California Psychological Association	parsed
California Public Defenders Association: AB 1121 is highly likely to discourage Californians from accepting such treatment	California Public Defenders Association	parsed
California Public Defenders Association: Given the incidence of domestic violence in the United States and California	California Public Defenders Association	parsed
California Public Utilities Commission, with technical	California Public Utilities Commission	parsed
California racetracks a marketing tool and leverage with tracks		none_parsed
California ranks toward the bottom in per-student funding compared to other		none_parsed
California Rental Housing Association, opposes the additional burden it	California Rental Housing Association	parsed
California Rental Housing Association, which	California Rental Housing Association	parsed
California Respite Association writes is	California Respite Association	parsed
California Restaurant Association (CRA) also	California Restaurant Association	parsed
California Restaurant Association (the author	California Restaurant Association	parsed
California Restaurant Association, in support of a previous version of the bill	California Restaurant Association	parsed
California Restaurant Association, in support of a prior version of the bill	California Restaurant Association	parsed
California Restaurant Association, which represents the restaurant and foodservice industry	California Restaurant Association	parsed
California Restaurant Association: GOVERNOR'S VETO MESSAGE	California Restaurant Association	parsed
California Retailers Association also	California Retailers Association	parsed
California Retailers Association continues	California Retailers Association	parsed
California Retailers Association for the purpose of simplifying the collections of the sales tax by retailers for goods	California Retailers Association	parsed
California Retailers Association in an effort to equalize the standards governing the reimbursement of sales tax on worthless accounts	California Retailers Association	parsed
California Rifle & Pistol Association strongly	California Rifle & Pistol Association	parsed
California Right to Know Coalition and the	California Right to Know Coalition	parsed
California saw a state-record $785 million poured into efforts		none_parsed
California SB 1330 (Dunn) Church IMPACT	California Church IMPACT	parsed
California SB 1871 (Wright) Retailers Assn	California Retailers Assn	parsed
California SB 305 (Morrow) Million Mom March United with the Brady Campaign	Million Mom March United with the Brady Campaign	parsed
California SB 312 (Campbell) Association of Hospitals and Health Systems	California Association of Hospitals and Health Systems	parsed
California SB 880 (Ashburn) Catholic Conference	California Catholic Conference	parsed
California SB 964 (Johannessen) Employment Law Council	California Employment Law Council	parsed
California School Nurses Organization in order to provide a definitive answer to the linkage of school nurses services to student attendance	California School Nurses Organization	parsed
California School Nurses Organization states "We are the proud co-sponsors of this measure and fully	California School Nurses Organization	parsed
California Senior Legislature as one of its Top Ten State Priority proposals from the October	California Senior Legislature	parsed
California Senior Legislature to address the safety needs of seniors and persons with disabilities	California Senior Legislature	parsed
California Senior Legislature to authorize certain members of a CEDRT to access death certificates electronically from the county department	California Senior Legislature	parsed
California Senior Legislature to facilitate the timely reporting of suspected elder and dependent adult financial abuse	California Senior Legislature	parsed
California Senior Legislature writes in strong	California Senior Legislature	parsed
California seniors like their Medicare and strongly	California seniors	parsed
California shares borders with 3		none_parsed
California should		none_parsed
California should welcome qualified teachers from other		none_parsed
California Society of Plastic Surgeons and the California Rheumatology Alliance were	California Society of Plastic Surgeons and the California Rheumatology Alliance	parsed
California Special Districts Association and other groups representing local governments	California Special Districts Association	parsed
California Special Districts Association and the California State Association of Counties are	California Special Districts Association and the California State Association of Counties	parsed
California Special Districts Association states in an	California Special Districts Association	parsed
California Special Districts Association, California State	California Special Districts Association	parsed
California State Association of Counties: This legislation will do little to prevent youth from being sent to DJJ and instead result in significant financial impacts on counties. This fiscal impact	California State Association of Counties	parsed
California State Association of Electrical Workers is the sponsor of this measure and	California State Association of Electrical Workers	parsed
California State Association of Psychiatrists writes that while they	California State Association of Psychiatrists	parsed
California State Commanders Veteran Council which is	California State Commanders Veteran Council	parsed
California State Council -- END	California State Council	parsed
California State Employees Association (SEE COMMENT 7 FOR RECOMMENDATIONS OF 5/12 SUBCOMMITTEE ON PRISON CONSTRUCTION AND OPERAITONS	California State Employees Association	parsed
California State Employees Association: GOVERNOR'S VETO MESSAGE	California State Employees Association	parsed
California State Employees' Association (SEE COMMENT 8 FOR RECOMENDATIONS OF MAY 12 SUBCOMMITTEE ON PRISON CONSTRUCTION AND OPERATIONS HEARING)	California State Employees' Association	parsed
California State Floral Association with the intent to increase sales tax payments and reporting compliance by flower sellers	California State Floral Association	parsed
California State NAACP to foster strategies	California State NAACP	parsed
California State Pipe Trades Council. (It is unknown if the latest amendments remove any of the above	California State Pipe Trades Council	parsed
California State Sheriff's Association: AB 732...would mandate	California State Sheriff's Association	parsed
California State University and the Academic Senate for California Community Colleges were	California State University and the Academic Senate for California Community Colleges	parsed
California State University Individual letter from a member of the Alumni Association	California State University Alumni Association	parsed
California Strategic Growth Council, October 27 2022 meeting: Action Item 7 staff	California Strategic Growth Council	parsed
California Student Association of Community Colleges to recognize the additional time college students must spend outside the classroom to prepare for their courses	California Student Association of Community Colleges	parsed
California students with parents who are undocumented have been unable to apply for federal financial aid through the FAFSA, even if they themselves are citizens of the United		none_parsed
California Taxpayers Association and a long list of industry groups who contest the legal authority of ARB to raise and distribute revenue through the use of an auction mechanism	California Taxpayers Association	parsed
California Taxpayers Association on behalf of	California Taxpayers Association	parsed
California Taxpayers Association wrote that they are	California Taxpayers Association	parsed
California Taxpayers' Association, if	California Taxpayers' Association	parsed
California Teachers Association, Governor's	California Teachers Association	parsed
California Teachers Association. Prior Legislation: SB 1248 (Calderon) of 1993 (Died in Assembly Public Safety)	California Teachers Association	parsed
California Teamsters are	California Teamsters	parsed
California that will effectively and practically identify		none_parsed
California to help injured workers in these sorts of cases		none_parsed
California Transit Association in an effort to increase revenues for county transit services	California Transit Association	parsed
California Trucking Association writes	California Trucking Association	parsed
California use for business license discovery efforts to identify		none_parsed
California voters if their public servants actively undermine their own		none_parsed
California were filed at a rate 3 times the national average, and that		none_parsed
California were filed at a rate three times the national average, and that the data, in particular from the CHSWC, paints an incomplete		none_parsed
California will be at the whim of other		none_parsed
California will need to be in compliance with an abundance of new		none_parsed
California with greater certainty		none_parsed
California Workforce Association and supported by local LWDBs	California Workforce Association	parsed
California Workforce Association and supported by other workforce development partners	California Workforce Association	parsed
California Workforce Association and supported by social justice groups	California Workforce Association	parsed
California would be adversely affected by a ban on the usage of this product		none_parsed
California would join 31 other		none_parsed
California writes		none_parsed
California Yacht Brokers Association to assure	California Yacht Brokers Association	parsed
