for Literacy Program (FLP) and would expand the FLP	Literacy Program (FLP)	parsed
for managers is misguided		none_parsed
for many Californians and often fall on commercial drivers		none_parsed
for many of the reasons outlined above		none_parsed
for Medicaid eligibility from 100% to 138% of the federal poverty level and extends eligibility to childless adults, who formerly were not		none_parsed
for medical marijuana is not a public health		none_parsed
for Medicare and Medicaid Services. CCLA	CCLA	parsed
for minor inmate recreational amenities for fundamental state and local		none_parsed
for minors who commit the most serious and violent offenses by conferring		none_parsed
for Monterey County	Monterey County	parsed
for more		none_parsed
For most partners in national accounting firms, more than half their income is typically subject to tax in other		none_parsed
for multiple languages would need to be hired.... Identifying which		none_parsed
for national banks		none_parsed
for NEV owners to charge their vehicles		none_parsed
for new generation capacity		none_parsed
for no interest penalties as opposed to having a lesser		none_parsed
for no other reason than it is a well-intentioned bill that seeks to improve the financial security of contracted workers		none_parsed
for non-standardized plans in the individual market. They		none_parsed
for non-veterans		none_parsed
for Northern California		none_parsed
for Northern California 43 Individuals	43 Individuals	parsed
for obtaining the original investigative report from the reporting		none_parsed
for offenders statewide. Moreover, to date it is not clear that		none_parsed
for Older Americans		none_parsed
for one staff position		none_parsed
for OPR	OPR	parsed
for other priorities, including growth, cost of living adjustments, restoration of categorical funding for student services and part-time		none_parsed
for other state agencies		none_parsed
for other states to enact similar labeling requirements for genetically		none_parsed
for other than CSI purposes. The PUC also indicates that it	PUC	parsed
for over 100 years empowered local voters to govern city municipal		none_parsed
for over 50 years and are authorized to work in 20		none_parsed
for peer		none_parsed
for people with Developmental Disabilities MV Transportation	MV Transportation	parsed
for People, Inc	People, Inc	parsed
for periodic oversight of needle programs		none_parsed
for Pesticide Reform, Environmental Working	Californians for Pesticide Reform	parsed
for post-release supervision, cite the benefits of post-release		none_parsed
for potential infringement on civil rights protections. The opponent		none_parsed
for private businesses to conduct R&D in this state. Unlike many other		none_parsed
for profit corporation to create a sole source operation		none_parsed
for profit, resulting in physical or financial risk to taxpayers. They		none_parsed
for property owners not unlike covenants, conditions and restrictions that circumscribe property rights. The bill		none_parsed
for public meeting space. Under current law, the advisory activities of two-member bodies are reviewed and voted upon in publically-noticed		none_parsed
for Public Policy		none_parsed
for purposes of the notice provision could also trigger the penalty		none_parsed
for quality of care affirmed in these and other court holdings		none_parsed
for RCFEs would be more appropriate, rather than requiring		none_parsed
for re-sentencing or provide for a right of appeal to ensure		none_parsed
for Reproductive		none_parsed
for Responsible Forest Management, Defenders of Wildlife, Planning and Conservation League, San	Defenders of Wildlife	parsed
for retailers		none_parsed
for riders by prohibiting public employee strikes." Citing the need to		none_parsed
for rural hospitals and those hospitals in underserved areas. (AB 1944 was held in Senate Health in June.)		none_parsed
for Sacramento area charities will be lost by this legislation. In		none_parsed
for school districts to adhere to this policy		none_parsed
for school districts to measure how well students are progressing in ELA and mathematics. Specifically, ACSA states: "There will be no required	ACSA	parsed
for school districts, community college districts and county offices of education may be a laudable goal, parcel taxes promote inequities among		none_parsed
for schools. American Career College/West Coast University and CAPPS	American Career College/West Coast University and CAPPS	parsed
for screenings done by "scientifically valid technology." According to		none_parsed
for security breaches, resulting in dissemination of confidential		none_parsed
for settling disputes between vehicle manufacturers and dealers		none_parsed
for seven staff to oversee and		none_parsed
for several years. By opening the door for the percentages to be		none_parsed
for sex offenders and serve as a resource for the Legislature and the governor		none_parsed
for sheriffs and taxpayers to negotiate reasonable health care costs		none_parsed
for short terms and are not and cannot be effective catalysts for longer		none_parsed
for short-term or temporary staffing needs		none_parsed
for small and medium sized businesses. CAHU also	CAHU	parsed
for small business and other purchasers grappling with rising		none_parsed
for small businesses by allowing them to use forms of general		none_parsed
for Social Change, Californians Against Waste, League of California Cities, Norcal Waste	Californians Against Waste	parsed
for Social Responsibility (Sacramento Chapter), Planning and Conservation League, Solid Waste	Physicians for Social Responsibility (Sacramento Chapter)	parsed
for Social Responsibility, Los Angeles and the San Francisco Bay Area chapters, Planning and Conservation League, Los Osos Community	Physicians for Social Responsibility, Los Angeles and the San Francisco Bay Area chapters	parsed
for Social Responsibility-Los Angeles, Planning and Conservation League, Service Employees	Physicians for Social Responsibility-Los Angeles	parsed
for special services and equipment that are not available internally		none_parsed
