states, "SB 489 would result in the price of pistols			none_parsed
states, "The penalties which already exist are sufficient to			none_parsed
states, "This measure allows the California Department of Justice to	California Department of Justice	parsed
states, "Under existing law, a writ of habeas corpus is			none_parsed
states, "While CPOC agrees that individuals with juvenile records should	CPOC	parsed
States, which is not the hot, dry climate within which most air			none_parsed
states: "Dealers are not lenders, they are sellers of used cars on			none_parsed
statewide eradication efforts. Additionally, the California Department of Food and Agriculture's	California Department of Food and Agriculture	parsed
Statewide Law Enforcement Association: While we commend the author for tackling the issue of removing firearms from those who are not legally permitted to possess a firearm	Statewide Law Enforcement Association	parsed
statewide planning exercise some time ago with the Governor's Goods			none_parsed
statewide programs draw money from areas that the program is authorized			none_parsed
statewide reimbursable state-mandated local program			none_parsed
statewide standard, even if it is only going forward			none_parsed
statewide took place in a casino or card room. In other words, out of $315 million in CalWORKs grants that were redeemed through EBT cards in			none_parsed
statewide voter registration database. The state's expenditure			none_parsed
statewide with the passage of the 2005 budget act, contingent upon approval			none_parsed
statewide), AFL-CIO	AFL-CIO	parsed
statewide, standardized assessment and remediation standards			none_parsed
statewide. They prefer to retain existing law which provides the Commissioner the discretion to eliminate access to the FAIR Plan			none_parsed
stating "Rancho Palos Verdes	Rancho Palos Verdes	parsed
stating "Where we			none_parsed
stating charter cities are subject to the legislation			none_parsed
Stating concerns with the bill, the American Financial Services Association	American Financial Services Association	parsed
stating it will provide health care to California's most vulnerable students			none_parsed
stating that "AB 333 will			none_parsed
stating that "San Bernardino County would like to see the Western Joshua tree preserved for generations to come and fully	San Bernardino County	parsed
stating they continue			none_parsed
stating: We			none_parsed
stations are overseen by clerks who must abide by California state law			none_parsed
stations available to more vehicles, thereby lessening the opportunity			none_parsed
status and history of probation/parole violations			none_parsed
status as a former or current public employee, then the employer will be			none_parsed
status as a former or public employee, once the "protected" information			none_parsed
status as a victim of human trafficking			none_parsed
status determination			none_parsed
status, and about 20% due to active restraining orders			none_parsed
status, and it is also reasonable to suggest that increasing the application			none_parsed
status. Finally, the opponent			none_parsed
status. It is only when workers spoke out about unfair or illegal			none_parsed
status. These actions completely negate the intent of the Unsafe Handgun			none_parsed
statute and ballot proposal would be beneficial... The changes proposed in AB			none_parsed
statute of limitations beyond the 10 year statute, is if there is a			none_parsed
statute to unauthorized uses that occur in California, the MPAA	MPAA	parsed
statute's implementation, and it does not support legislation that waives			none_parsed
statutes did not permit the interception of oral or electronic			none_parsed
statutes of the Dills Act to employees of the AOC	AOC	parsed
statutes to allow 250 charters in 1998-99, increasing by 100			none_parsed
statutes would not have been created. Thus, by not			none_parsed
statutory authorization to have their voices and opinions heard. There			none_parsed
statutory changes			none_parsed
statutory clarification of this issue, the DOI relies	DOI	parsed
statutory cost-of-living and growth allowances			none_parsed
statutory formulas. Tools such as risk-based capital analysis, where the specific insurance risks on a company's books are evaluated with respect			none_parsed
statutory inspection authority when a dealer first opens			none_parsed
statutory provisions include but are not limited to			none_parsed
steadily decreasing their new admissions of youth offenders to the state's youth correctional system and assuming greater local			none_parsed
steady reimbursement payments. CHA states if a plan or insurer has already authorized a service	CHA	parsed
steering law that would be the subject of the task force			none_parsed
steering profitable prescriptions to affiliated pharmacies			none_parsed
steers the focus in the right direction. The Board of Parole Hearings	Board of Parole Hearings	parsed
Steinberg continues, "Serious juvenile sex offenses are currently	Steinberg	parsed
Steinberg Institute and it is supported by a number of other groups	Steinberg Institute	parsed
Steinberg Institute concludes by stating that	Steinberg Institute	parsed
Steinberg Institute in order to encourage medical professionals to be trained in recognizing the early signs of mental health issues in children and young adults	Steinberg Institute	parsed
Steinberg Institute is pleased	Steinberg Institute	parsed
step in the right direction but expresses concern about the language			none_parsed
steps that follow? Will they be able to recognize seizure symptoms when			none_parsed
stiffer penalties for nursing homes that violate existing			none_parsed
still addressing the concerns of providers			none_parsed
still here providing critical jobs to Californians			none_parsed
still opposed. Remaining opposition is			none_parsed
stimulate normal development of speech and language			none_parsed
stimulating significant revenue through the tax check-off system, and jeopardizing the current funding for those organizations dependent on tax			none_parsed
STO is similarly	STO	parsed
STO to modernize and update the statutes affecting CHFFA	STO	parsed
stockpiling surplus numbers. The opponents also indicate that			none_parsed
stop large employers from using legally permissible building blocks of coverage when the first building block is not a 60% minimum value plan			none_parsed
storage facilities storing millions of cubic feet of natural gas, but			none_parsed
strain on legal services organizations. Although legal			none_parsed
strangers to the contract			none_parsed
strategic effort to combat tax evasion resulting from activities in the underground economy through comprehensive data and			none_parsed
strategies, trauma-informed care, post-traumatic stress disorder and vicarious trauma, victim compensation advocacy, retaliation prevention and conflict mediation, and case management practices			none_parsed
streamlined process			none_parsed
street gangs. Several gangs in San Diego have evolved solely for the purpose and profit of pimping, and a growing number of gangs participate			none_parsed
strengthen the independent audit process and provide a safeguard to			none_parsed
strengthening the economy and providing local governments with needed			none_parsed
stress job training and education to reduce recidivism rates and provide			none_parsed
stressor-predation on native species-will be adequately considered in the Delta Plan development and adoption, as a crucial part of an overall			none_parsed
stretched to maximum to afford a house, and even a minor			none_parsed
stricken from the bill with the proposed amendments. It is			none_parsed
strike "primary" and insert "general			none_parsed
strike a balance between not inducing women to donate oocytes and recognizing the time, inconvenience, risk, and pain endured by women who			none_parsed
strikes a good balance between the interest in public safety and the interest in diverting persons with cognitive disabilities from the criminal justice and juvenile justice systems whose needs for			none_parsed
strikes at the heart of our federalist structure as laid out in the Constitution to the detriment of the individual states			none_parsed
strikes law has been used carefully, appropriately, and effectively			none_parsed
striking the pension contribution increases from the bill			none_parsed
stringent parole and probation requirements. As the DOJ Megan's Law	DOJ	parsed
stringent penalties and fines for sex-based wage discrimination and that			none_parsed
strip them of their core software assets, intellectual			none_parsed
Strong government-nonprofit partnerships			none_parsed
strong interest in the property itself			none_parsed
strong opposition to this measure because the responsibility for			none_parsed
strong proponent of this approach			none_parsed
strong supporter of charter schools and look forward to			none_parsed
strongly opposed by business groups and health plans. The California Association of Health Plans	California Association of Health Plans	parsed
STRS and PERS. As mentioned previously, as a result of UCRP's surplus, UC	STRS and PERS	parsed
STRS retirees a minimum annual allowance. SB 713	STRS	parsed
struck last year on regulatory reform in SB 617 (Calderon/Pavley) Chapter			none_parsed
structure and geographic regions			none_parsed
structure financial incentives for the low-income housing			none_parsed
structure for CURES pursuant to AB 2655 (Matthews), Chapter			none_parsed
structure is important so that one to eighteen year olds do not see a			none_parsed
structure of local provider networks. San Francisco Health	San Francisco Health	parsed
structure of the CIWMB be addressed as part of the Structure and Funding Report being prepared by the Secretary of Environmental Protection	CIWMB	parsed
structure used by most law enforcement agencies			none_parsed
structure was begun, further consolidating GO-Biz's position as the state's lead in economic development. Effective July 1, 2013, GO-Biz	GO-Biz	parsed
structures similar to basic healthcare services under a			none_parsed
struggling to address budget shortfalls and			none_parsed
student body at California State University, Sacramento	California State University, Sacramento	parsed
student charges to the cost of providing the courses would seem to			none_parsed
student learning			none_parsed
student or professional athlete does not involve an employer-employee relationship			none_parsed
student performance over time and as such, are not valid and reliable			none_parsed
Student Senate for California Community Colleges states "Having access to basic needs	Student Senate for California Community Colleges	parsed
Student Senate for California Community Colleges states the measure will assist students seeking basic needs	Student Senate for California Community Colleges	parsed
Student Senate for the California Community Colleges wrote	Student Senate for the California Community Colleges	parsed
Student Senate for the Community Colleges, the official voice for all two million California community college students	Student Senate for the Community Colleges	parsed
student services			none_parsed
student success			none_parsed
student than low wealth school districts			none_parsed
student than the students in the lowest achieving schools			none_parsed
students and excludes costs such as childcare, adult			none_parsed
students and parents to			none_parsed
students can take community college courses this summer			none_parsed
Students deserve access to comprehensive sexual health education and resources that			none_parsed
Students for Democracy at San Jose State Various individuals	Students for Democracy at San Jose State	parsed
students have ready access to the individual's who can assist			none_parsed
Students in California who are suspended need additional			none_parsed
students in the highest achieving schools with $50 more per			none_parsed
Students needing special education services have especially struggled to learn without the one-on-one			none_parsed
Students often refuse external			none_parsed
students per acre, to 150 students per acre			none_parsed
Students should not be coerced by school administrators			none_parsed
Students should not be coerced by school administrators to support or			none_parsed
students taking out loans. According to the Chancellor's Office, in 2012	Chancellor's Office	parsed
students that transfer between charter and non-charter			none_parsed
students to demonstrate ways in which to enhance and			none_parsed
students who attended between 1990-91 and 1995-96			none_parsed
Students with substance use needs deserve			none_parsed
students, based on an almost 30-year trend of boom and bust in tuition			none_parsed
students, provides crucial "access awards" to help these students pay for			none_parsed
Studies from across the [United			none_parsed
studies reinforcing this impression. Based on actual experience, however, CCEEB finds that the accounting for employee parking subsidies is not only	CCEEB	parsed
study			none_parsed
study and develop the program and to obtain the necessary federal			none_parsed
Study by California Department of Motor Vehicles	California Department of Motor Vehicles	parsed
study finds			none_parsed
study participants in the context of a research study be fully protected from subpoena by out-of-state actors seeking to criminalize them for care they might have obtained that is legal in California			none_parsed
study suggests a one percent cost increase in health insurance			none_parsed
study the Delta Corridors Plan before deciding on a plan for the Delta, especially a plan that includes a peripheral canal			none_parsed
Subclass Members." DHCS and CDSS. 2013	DHCS and CDSS	parsed
Subcommittee 4, is scheduled to meet May 26t to consider reestablishment			none_parsed
Subcommittee No. 3 on Health and Human Services. The author			none_parsed
Subcommittee on Bonded Indebtedness and Methods of			none_parsed
subcontractor whom the general has failed to pay, but it is			none_parsed
subdivision (d) of Section 36602?." Section 36602(d)			none_parsed
subdivision (d). (f) (e)If a patient provides proof of Medi-Cal eligibility to a third			none_parsed
subdivision applies regardless of whether the statute or			none_parsed
subject mandates, which in turn could create license reciprocity problems			none_parsed
subject of collective bargaining is a roadblock to the other			none_parsed
subject to Constitutional challenge, our primary argument in			none_parsed
subject to frivolous employment litigation. This risk is compounded by			none_parsed
subject to joinder where appropriate. We			none_parsed
subject to the same administrative procedures for budgeting, travel, and personnel as all other state agencies." The DOF	DOF	parsed
subjected to over 100 tests depending on their use, and that			none_parsed
submit a plan of operation, including marketing materials			none_parsed
submit a revised plan to the EAC for approval. The secretary	EAC	parsed
submitted			none_parsed
submitted a joint letter. The coalition includes			none_parsed
submitted by the California Clean Money Campaign and joined by many other organizations	California Clean Money Campaign	parsed
Submitted for previous version of the bill			none_parsed
submitted letters that they are neutral on the current version			none_parsed
Submitted on a previous, related version of the bill			none_parsed
submitted to a factfinding panel not later than 30 days following the date either party provided the other with written notice of a			none_parsed
subordinate to the new County Deferred PTP liens and may potentially			none_parsed
subordinating research to fertility. The American Congress of Obstetricians and Gynecologists	American Congress of Obstetricians and Gynecologists	parsed
subscribers. Furthermore, the DOF	DOF	parsed
subsequent crashes. PIF recommends a three-part test, that	PIF	parsed
subsequent legislation next year if it included a phase-out of the Year			none_parsed
subsequently amended to another subject. Portions of AB 276 have been			none_parsed
subsequently codified in 1995. The Strike Force, chaired by the EDD	EDD	parsed
substance abuse is a public health issue. There is			none_parsed
substance, if they meet certain conditions relating			none_parsed
substances and compassionately treat patients experiencing			none_parsed
substantial amendments to the bill			none_parsed
substantial amount of tax liability for profitable companies			none_parsed
substantial compliance with housing element			none_parsed
substantial due process rights, and that firefighters have collective			none_parsed
substantial increase in incentive funding will be necessary in order to			none_parsed
substantial increases in wages and benefits. Opponents			none_parsed
substantial issues regarding authentication and reliability of the record			none_parsed
substantially amended in Assembly Business and Professions to remove many			none_parsed
substantially based on the criteria used by tissue bank			none_parsed
substantially frustrate the purposes of a conservation easement without			none_parsed
substantially improves their lot under AB 2472 is the Franchise Tax Board. Currently, if the taxpayer wins before	Franchise Tax Board	parsed
substantially larger inactive file with a greater probability that the data contained therein will not be accurate. The board			none_parsed
substantive recommendations included in the audit report will help ensure that facilities that have been significantly funded with taxpayer dollars continue			none_parsed
substitute, the sentence should be amended to state something			none_parsed
substitutions, but abuse-deterrent formulations are not a quick fix for			none_parsed
Success collectively wrote			none_parsed
successful as represented by the industry's low rate of STI transmission and no transmission of HIV on an adult set nationwide in more than 8			none_parsed
successful, will further drive up health care costs for employers			none_parsed
successfully construct and operate a high-speed train system, but it is			none_parsed
Successor agencies and authorities are required to submit a list of recognized enforceable obligations to the Department of Finance for	Department of Finance	parsed
successors, and (c) consumers who incurred a use tax liability			none_parsed
Such a cost would include several			none_parsed
Such a provision appears targeted to take advantage of mistaken or unscrupulous actions by peace officer employers and PORAC (Peace Officers Research Association of California) is vigorously	PORAC (Peace Officers Research Association of California)	parsed
Such a requirement would ensure we are not penalizing poverty while still permitting the collection of monies			none_parsed
Such abuses include repeated petitions raising the same			none_parsed
Such an amendment will ensure cities have the necessary			none_parsed
such an important change in the process of reaching a collective			none_parsed
such an onerous penalty for Section 409A violations. While the additional 20% federal penalty amounts to more than 50% of the top			none_parsed
such applicants could pay a one-time fee of $20 million			none_parsed
such as agricultural uses and municipal uses not covered by the narrow definition of a small community water system			none_parsed
such as cigarette rolling papers			none_parsed
such as customer lists			none_parsed
such as customer lists or their established brand			none_parsed
such as education			none_parsed
such as establishing streamlined reporting requirements and clarifications to enforcement provisions. They			none_parsed
such as predominantly monitoring prevailing winds blowing into a refinery or from a non-refinery source. The determination of which pollutants to monitor should continue to reside with districts			none_parsed
such as prescribed grazing			none_parsed
such as race, that does meet the three-part test of the U.S			none_parsed
such as relocation			none_parsed
such as the use of tissues infused with anti-viral ingredients			none_parsed
such as this measure			none_parsed
such as this measure. For these reasons			none_parsed
such as used tires in waterways within or adjacent to agricultural operation			none_parsed
such as what defines a dependent			none_parsed
such broad language being included in the ballot pamphlet could lead to			none_parsed
Such cuts would not only undermine IDEA's original intent to fund 40% of the cost of providing specialized services but would also impose an unsustainable financial burden on			none_parsed
such factors as preserving access to specialty care or			none_parsed
Such identification could take place years or even decades later. I			none_parsed
such innovation is needed to empower local agencies with a tool that can			none_parsed
Such proposals are an extreme reaction and have serious negative health			none_parsed
Such situations			none_parsed
such swaps			none_parsed
such, any employer who hires a foreign worker would be subject to the requirements of the bill. Accordingly, this sweeping definition appears			none_parsed
such, opponents			none_parsed
suction dredging			none_parsed
sufficient flexibility for voters that vote by mail to return their			none_parsed
