psychologists who do not directly provide mental health	psychologists	parsed
PTA also	PTA	parsed
Public Advocate's Office and numerous private organizations	Public Advocate's Office	parsed
Public Affairs Council and other industry and labor organizations	Public Affairs Council	parsed
Public and private colleges	public and private colleges	parsed
public and private health care systems	public and private health care systems	parsed
public benefit for a sizable population who may have some		none_parsed
public charge doctrine have led to a confusing and hostile		none_parsed
public colleges and universities lack a system-wide policy	public colleges and universities	parsed
public defenders when they are arrested because they are indigent! While	public defenders	parsed
public employers to amend retirement benefits except when prohibited by	public employers	parsed
public entity's liability be limited to the costs of the enforcement		none_parsed
public health consequences of a names-based HIV reporting system		none_parsed
public health crisis (AB 136 (Mazzoni), Chapter 762, Statutes of 1999)		none_parsed
Public Health Officer with explicit authority to determine whether a	Public Health Officer	parsed
public health- related incidents. A number of small grocers	small grocers	parsed
public health. Contaminated fields essentially mean crop loss		none_parsed
public infrastructure and creating jobs		none_parsed
public insurance option, and state oversight of health insurance rates		none_parsed
public library jurisdiction to provide coordinated	public library jurisdiction	parsed
Public opinion polling has consistently shown that voters		none_parsed
public policy, and a departure from the purposes of the Levine		none_parsed
public power is directly accountable to their		none_parsed
public protection and delay investigation of misconduct		none_parsed
public records." The additional fees "have no relationship to the cost		none_parsed
public relations strategy for HFP. The bill calls for	HFP	parsed
Public Rights Division also	Public Rights Division	parsed
public safety and reflects how transit systems are evolving to a prepaid		none_parsed
public safety because visual inspections will be limited and many local		none_parsed
Public safety groups including the Los Angeles County Professional Peace Officers Association and Deputy Sheriffs also	Los Angeles County Professional Peace Officers Association and Deputy Sheriffs	parsed
Public Safety Trailer bill which CDAA and Cal Chiefs	CDAA and Cal Chiefs	parsed
public safety. In the final analysis, the ONLY (sic) support recommending		none_parsed
public sector workers. They	public sector workers	parsed
public transportation projects		none_parsed
Public Utilities Commission (source California Water Association	Public Utilities Commission	parsed
public value that it can discern		none_parsed
public water supplies should be left up to local government	local government	parsed
public works jobs. The standard of what constitutes "intent to defraud		none_parsed
Public-Private Partnerships. November 8, 2012	Public-Private Partnerships	parsed
publicly accessible data is not only critical to strengthening the state's response-it is also essential for empowering local organizations like ours to strategically expand reintegration	local organizations like ours	parsed
published guidelines or instructional materials		none_parsed
publisher at no charge to a faculty member or other employee. (2) A bookstore public postsecondary education institution shall not	public postsecondary education institution	parsed
punish these types of crimes. Moreover, we		none_parsed
punishable by 16 months, 2, or 3 years in state prison, or 180		none_parsed
punishment and possibly even a felony conviction even though		none_parsed
punishment may be greater that for any prior gang act		none_parsed
punishment, and that 'although the agency is not precluded from proposing		none_parsed
punishment, if any, would be determined. The Supreme Court ruled that	Supreme Court	parsed
punitive damages are often times not associated with any culpability on		none_parsed
pupils to complete homework that is assigned to them		none_parsed
purchase electronic systems be included in the bill		none_parsed
purchase generation capacity from coal-fired powerplants		none_parsed
purchase many common and cold remedies. Finally, the California Grocers Association	California Grocers Association	parsed
purchase of service costs for the previous fiscal year for consumers with		none_parsed
purchase price is higher. Because of this, they		none_parsed
purchased guns. What could not be determined from the study was whether		none_parsed
purchasers who are not properly licensed to sell, repair, or dismantle		none_parsed
purchasing and possessing firearms are also prohibited from purchasing		none_parsed
purchasing, public oversight of health insurance premiums, and the creation		none_parsed
purebred or not - will be exempt from the spay/neuter requirement		none_parsed
purely or primarily as a tax-advantaged savings vehicle rather than		none_parsed
purport to show an increased number of serious side effects		none_parsed
purports to be a document issued by a government agency, such as a driver's license, birth certificate, passport or		none_parsed
purports to be and must include a criminal background check		none_parsed
purpose of the Small Business Retention Program is	Small Business Retention Program	parsed
purpose, it provides no funding for the actual administrative costs		none_parsed
purpose] funding to pay for the classroom itself		none_parsed
purposes of a patient directory should inform patients		none_parsed
purposes of Section 1851, and hence exempt from the prior approval process of Proposition 103. Absent		none_parsed
purposes of sentencing under the three strikes law. AB 1751 failed		none_parsed
purposes other than solving and punishing crimes		none_parsed
purposes, or a statement that nothing in the bill is intended to prohibit		none_parsed
purses and commissions. If California was able to accept		none_parsed
pursuant to AB 1217 (Lowenthal) of 2013		none_parsed
pursuant to Chapter 4 (commencing with Section 6000) of Division		none_parsed
pursuant to Penal Code Section 851.86 (SB 618, Statutes of 2013)		none_parsed
pursuant to SB 740. The Year Round School Grant program no longer serves	Year Round School Grant program	parsed
pursue justice for incarcerated domestic violence victims, "AB 1593		none_parsed
pursuing treatments for cancer, AIDS and other diseases		none_parsed
