org_name,bills_supported
"similar bill. In that veto message, I said I would be",1
"similar adjustments in their ADA, is equitable",1
significantly strengthen the integrity of the process,1
significantly reduce General Fund revenues available for K-14,1
significantly better speech and language development. The Board,1
significant resources to facilitate this self-policing,1
significant problem in California. They are used by inmates to cultivate,1
significant problem - they have plenty of time in advance to find a,1
significant opportunity to reduce misuse and abuse,1
significant impact on how our students learn about,1
"significant expansion of the existing program, which",1
significant costs to the Department of Child,1
significant additional resources to accommodate the increased workload associated with the group home,1
signed petitions in support of the bill. These employees work in the Capitol and in legislative offices outside the Capitol,1
signature,1
sierra ghost town,1
sickest inmates. CDCR and our partners in law enforcement continue to,1
shrinking budgets for the healthcare safety net and rising healthcare costs,1
shows that only two guns were fired and no witness named three different,1
shows that only two guns were fired and no witness named three,1
shown at racing venues throughout California. Allowing an,1
showing that the victim was a domestic violence victim whose charge,1
"show laws, obtain at least $1 million of liability insurance, provide an",1
"should pay the penalty, we",1
should pay $.09 per gallon total tax on the blended E-85,1
should not merely consider but should accord great weight to the reports of prison psychologists and other clinicians as well as,1
should not be put into the middle of payment disputes,1
should have the right to decide if and how to use EIFD funding,1
should be interpreted for the purposes of anticipating UI benefits in the determination of food stamp eligibility. Ensuring that applicants have,1
"should be encouraged, not criminalized",1
should also apply to businesses. They,1
should act as an appellate tribunal overruling the decision of the judge,1
"should a juvenile be found incompetent. AB 2212, expired on the Senate",1
"shot handguns were purchased each year. However, beginning in 2010, the number of unsafe single shot handguns purchased skyrocketed. In year",1
shortfall of $1.1 billion through the first three,1
shortfall of $1.1 billion in the first three months,1
"short, sponsors incur additional costs from premature",1
"shoplifting, handgun ammunition would have to be stored behind sales",1
shooters. There was simply no evidence whatsoever that there was a third,1
shooter. Two documented gang members who brought weapons to the party,1
shooter,1
"shifted, flipped, swapped and reallocated property tax revenues for a",1
sheriffs will add an important perspective and raise vital operational,1
sheriffs and probation officers should have a say in realignment,1
sheriff or police chief to contract with providers of emergency health,1
shelters. Ask the ranchers why there are so many cattle dogs being,1
sharing the results of any competitive solicitation for eligible,1
share relevant information with probation officers,1
share of gun violence over the years and the residents,1
shall complete its investigation and notify the officer of its proposed,1
"sexual orientation with child molestation, sexual deviance and calls for",1
sexual exploitation. These illegitimate massage parlors cannot operate and cannot receive local police permits without false certifications and diplomas,1
sexual assault. His conviction was set aside by a San Diego,1
"sex partnerships, the government treats health insurance benefits",1
"severely ill patients (e.g., with diabetes, AIDS, arthritis, asthma, etc.)--or if a doctor is terminated for",1
"several years, some banks have intentionally forced",1
several wineries and vineyards,1
several small businesses,1
several private individuals,1
"several policies of indemnity health insurance, thus",1
several outstanding issues after SB 436 was signed and is urgently needed,1
several other groups that support animal health and well-being,1
several other animal advocacy organizations,1
several of the states where mortgage guaranty insurers are domiciled,1
several major educational organizations and others who support AB 32's goals and who could benefit,1
several legal aid organizations,1
several individuals involved in the field of elder abuse,1
several individuals and attorneys,1
several individual veterinarians,1
several individual veterans,1
several individual letters and a petition representing approximately 7500 individuals,1
several individual Veterinarians,1
several human rights organizations,1
several environmental advocacy organizations such,1
several environmental advocacy organizations and by both the Center for AI and Digital Policy and the Transparency Coalition,1
"several distinctions between last year's SB 765 and today's SB 1189. Although there were exceptions, last",1
several concerned parents,1
several cities,1
"several arguments in support of the bill. At the general level, MICA",1
several Individuals,1
several AB 184 (Lowenthal) PageB individuals,1
seven individuals,1
settings. The average cost for a developmental center resident now exceeds,1
setting in motion. If the licensing boards and commissions uncover,1
sets standards for massage practitioners. CAMTC provides voluntary,1
sets basic requirements for emergency escape windows. I call on the Legislature to send me urgency legislation next January with the same,1
session's SB 18 3X. AB 1678 will help ensure a closer working,1
serving the mandated parole period. This is the same parole period the offender would have served if there was no SVP proceeding,1
serving on emergency permits is an important step,1
serving,1
"services. Under existing law, counties have very few options to",1
"services. Under existing law, counties have few options to implement",1
"services. However, many lawyers, particularly solo",1
services. CANHR,1
"services, provided by professionals, helps to insure those",1
services worker training,1
services when those services are rendered in counties,1
services to local law enforcement patients,1
services to existing policyholders in the event of an earthquake and to,1
"services through the Medi-Cal program, rather than the county-established rate",1
services that were suspended in the 2009 budget. It still mandates that,1
services that the county would be required to provide to,1
services that libraries may offer. The FLP is a,1
services in a case involving the Washington Elementary Charter,1
"services for trafficking victims. ""To date, most human trafficking",1
services for poor Californians. Due to insufficient,1
"services eligibility limits are strict, more than half",1
services directors to implement programs to allow,1
services are paid for if rendered within 30 days of a,1
"services are excluded, as the state has not adopted this option, even",1
"services and were recognized as leaders in this effort. However, they",1
"service, like fire and police services, which requires the involvement of government funds",1
"service, especially many teenagers, has always been a top priority for",1
"service learning, into student courses. Therefore, this program is unnecessary",1
service because private patrol operators are not authorized to enforce,1
service as part of their curricula. In part because,1
service agreements or contracts that optometrists,1
"serves 60,000 employer groups)",1
served as a model and resource for public school teachers and administrators,1
"served almost 13 years in state prison. In 2012, the California DNA",1
"serve their investment practices in low- and moderate-income communities, which can improve the quality of life for Californians in the state's",1
serve an additional 60 days,1
servants of plans. If a non-contracted provider bills a,1
"serious sex offenders, as well as other restrictions for anyone convicted",1
serious local problem,1
serial sex offenders.... The only way we are able to utilize the 'floating,1
separately to the Controller immediately after the audit has been,1
"separate subdivisions in Section 42239, as added by",1
sentenced for crack cocaine violations compared to the sentencing of Caucasians and others for possession for sale of powder cocaine and heroin. And while we,1
sentence. A moratorium is wise and just policy,1
"sentence, and the existence of two prior charges, even if they occurred",1
sentence based on the facts that a jury never sees or finds to be true,1
sent to an unfamiliar facility with which their plan contracts,1
sensible expectation and that the date to complete it is reasonable. They,1
seniors are at risk of abusive sales practices,1
senior pediatric psychology consultant to the U.S,1
senior environmental scientist will be tasked with initiating a peregrine falcon population and trend assessment and producing the environmental analyses required,1
senior citizens at Janet Goeske Senior/Handicapped Center,1
send the offender to prison. There is no sound public,1
self-serving reimbursement practices,1
"self-insured employee welfare benefit plans, to recover, through a lien, amounts advanced to its members for living expenses while their workers",1
self-determination of all adolescents and,1
selective exemptions that allow reasonable targeted expansions as the legislature deems appropriate have worked before and will work again. For all of these reasons,1
selection process for the Commissioners of the City of Los Angeles,1
segments to provide this training. It is not a formal labor market,1
seems appropriate and consistent with the intent of the bill,1
seeks to provide full conformity to the federal rules relating to income,1
seeks to contradict that statute and does pose a difficult policy,1
seeks to,1
"seeking relief, Section 1366.3 of the Civil Code was repealed. This section",1
seek it belies that fact. Only vengeance justifies our,1
seeing more than two shooters. Two bullets were recovered from the scene and expert testimony indicated that they came from two different guns,1
see SB 778 as a way of preventing banks from causing,1
"see Comment 2, below)",1
security services and other innovative technologies,1
securities unless they are sound investments. Investors,1
secured UI benefits prior to counting this income during food stamp,1
"sector, face special challenges in providing pro bono",1
sector from education to health care,1
section. The incentive rate shall provide stability and certainty over a,1
section would apply whether or not the case was a IV-D cases,1
section numbering,1
"section 12022.6, the Legislature expressed its overwhelming support for",1
section,1
second priority compared to the development of the Complex's,1
searches are executed at a point in time and immediately become stale,1
"screening those applying for licensure by DSS as foster parents, day",1
screening instruments and to identify model,1
"scores and coverage inquiries have led to higher premiums, coverage denial, or cancelled coverage and they indicate these",1
scientific community,1
"sciences industry, according to supporters. Proponents note a lingering",1
"schoolsites desire to offer the program, additional",1
schoolsite absence intervention teams can develop comprehensive strategies to address the root causes of absenteeism and provide students with the necessary,1
schools. Much of this material is easily accessible,1
"schools, but then does not recover that funding, in the prior year, if the students return to a non-charter",1
schools would receive grants. Upon receiving a,1
"schools within a district. However, I am concerned",1
schools that meet the specified criteria would be,1
schools per district removes a disproportionate obstacle to larger,1
schools have adequate retirement coverage by providing them with a public,1
schools are funded by public dollars and serve public school children,1
"schools are exempted from all laws governing school districts, charter school operators are not obligated to recognize any",1
"schools and other important local services. Currently, it is impossible",1
school zones and 23 states specify that CCW permit holders may not carry,1
school mandate may be the only effective way to ensure that,1
school grounds or campuses. This creates the opportunity for a 21 year,1
school funding by approximately $3 million,1
"school districts, community colleges and County Offices of Education is a",1
school districts that failed to meet statutory targets,1
school districts that did not receive a,1
school districts and the Families for Literacy,1
"school district and each county superintendent of schools to develop policies, procedures, and regulations describing its evaluation process for",1
"scheme, who report",1
scarce hunting grounds ands game,1
"scale. The action was challenged, but the Supreme Court eventually",1
saying that the problem of unwanted telephone,1
saw first hand the success local spay/neuter ordinances can have in,1
savings for cleanup operators that can be used to pay for future cleanup,1
"savings due to transfer of public school pupils to Cal Grant schools. Regarding the student disciplinary provisions, the sponsor",1
"savings by reducing the population of prisons, jails, and juvenile",1
"saved their lives if administered sooner."" The California",1
save significant money by preparing and certifying an electronic 'prior,1
same poll found that 65% of Americans,1
"sales. Due to this, we",1
"sales, thereby damaging the businesses of the many labels, artists, retailers, and legal music distributors that call California home",1
sales would decline 40% to 60%. Proponents conclude SB 1243 will provide,1
sales of the cards produced by the greeting card company,1
"safety. Most importantly, it helps reduce some of the unintended public",1
safety risks arising from passage of last year's legislation with minimal,1
"safety realignment, which has resulted in the transition of inmates",1
"safety programs appears, in fact, to be deserving and worthwhile",1
safety officers that the law precludes agreeing to an extension,1
safety officers are authorized to establish salary continuation plans to,1
safety officer.' A plain reading of current law would suggest that SB,1
safety net programs at the state and federal level. Supporters also note,1
safety inspections for stretch limousines and charge an inspection fee in,1
safety employees and employees of the Porterville Developmental Center,1
safety basis upon which the Department of Corrections,1
"safety advocacy groups, engineering, transportation, schools, courts, and others",1
s staff,1
s office reported many instances of SAR dog handlers being,1
"s office provided the following list of supporters of SB 458, which was an identical bill last year (see comments below). There was",1
s office also has provided support letters from,1
s office (and prior Assembly analysis),1
s intentions are good. In fact plans are,1
s intent to help veterans as much as the actions I'm,1
rural telephone companies receiving,1
"rural hospitals. In addition, may wish to avail",1
rule is meant to encourage providers to enroll,1
ruined when they are billed for emergency care that they,1
"royalty payments, has the potential to increase investment in, and commercialization of, UC inventions and discoveries",1
room doctors and hospitals in collecting what is due them,1
room and other claims. The Department of Managed Health,1
role to providing input may not fully utilize the expertise and familiarity of SDE with the issue of child care,1
"role in the effort to improve the justice system, and each lawyer has a personal obligation as a member of the profession to ensure that all persons have equal",1
risky. To the extent state funds are lost due to foreclosures or sales,1
risk regarding those liens it already holds,1
risk of exposure to the disease and its debilitating,1
risk of abruptly losing these services,1
risk associated with an arbitrary and excessive penalty amount may limit any buyer's willingness,1
"rights, as well as reducing the occurrence of the contracting out of services, which burdens California with millions of dollars of unnecessary costs. They also",1
rights are compromised,1
"rifles pose a grave threat to airplanes, refineries or other",1
rewarding contractors who hire California workers and by,1
"reward in the form of reduction of charges, eligibility for bail, leniency in sentencing, or better conditions of confinement. Not",1
reviewing its finances and in convening a financial review committee to,1
"reviewing a law enforcement agency's application, he or she makes",1
reviewed or evaluated in the context of competing needs for these funds,1
review bills submitted for legal defense,1
review any new programmatic or resource requirements,1
reversing the rape conviction and all charges were dismissed,1
revenues go to help the most disadvantaged communities address air,1
revenue reductions or maintenance of a specified reserve,1
revenue for purses and commissions. If California's,1
revenue,1
returning veterans get every advantage as they re-enter the civilian,1
returned to jail. This cycle is often repeated multiple times before,1
retrofitting and seismic related groups in California are now working,1
retires. Supporters note AB 410 has been crafted to discourage the practice of an employee collecting a retirement allowance and a paycheck,1
retirees make up a disproportionately large percentage of people who meet,1
retired Senator Robert Presley,1
"retinal degeneration research in the world, explained that",1
retarded persons as cruel and unusual punishment is pending,1
retardation in the State of California,1
"retailers use this technology, detecting understated sales in tax or fee",1
retailers,1
retail lenders and sellers to consumers in a retail,1
results. This has the effect of crowding California's already congested,1
results in penalties that are lower than what the cost of obtaining,1
resulting in a net loss and balance owed back to the state by AVHC. AVHC indicates it has filed a formal appeal and has an initial hearing in October 2018,1
resulting in a criminal record that will follow them the rest of their lives only because they could not afford bail,1
resulting from clogging of and damage to sewage systems caused by,1
"resulted in pet animals being sold in terrible conditions, including",1
"resulted from undue influence, coercion, use of force or other indicators",1
"result, the bill's premise that an in-state license ensures regulatory",1
result of increased sophistication in communication,1
result in mechanics liens being invalidated due to very minor errors,1
result in a duplication of efforts at a time when,1
"result in a costly expansion of the Peace Officers Bill of Rights and the Firefighters Bill of Rights. According to the Police Chiefs, ""It should",1
result in GF losses,1
"restrictions, California tracks are sending their signal to",1
restrictions on the rights of individuals and companies to,1
restriction,1
restrict choice,1
restraining orders have been an effective and valuable tool for,1
restoring them to competency and returning them to court for trial could,1
restores a critical source of funding and removes the current revenue,1
restoration projects would likely occur,1
restoration of competency and resolution of their legal issues,1
"restitution, and thereby profit from the reprehensible crime of human",1
restaurant and nightlife industry associations,1
restaurant and hospitality industry and local chambers of commerce,1
"rest periods and fatigue mitigation standards, and implements thorough",1
"responsible' breeder, ask them to prove no puppy or kitten they have",1
responsible for ensuring that their child attends,1
responsibility. SWRCB already oversees several funding programs under,1
responsibility to the Department of Information,1
responsibility to evaluate these employees and assist them to,1
"responsibility for these youth, without necessary support or",1
"response"" prior to the running of the statute of limitations",1
response insurance should be included in the law. The direct response insurers,1
"responding to 9-1-1 calls, to deliver their patients to licensed EDs",1
respond to recent actions by a health insurance carrier that made material,1
respond to emergencies quicker and more efficiently. To further enhance,1
respective academies. They are one of the very few law enforcement,1
respectfully requests your,1
resources. Cases are being litigated up and down the appellate court,1
"resources, and the five listed priorities do not include any language that",1
resources should be directed towards making sure that,1
"resources for local treatment to control and eradicate the Red Imported Fire Ant (RIFA). However, I am reducing the appropriation by $7,500,000 leaving",1
"resolution, or opt-in before any diversion of property taxes from local",1
"resolution, efficiently serve millions of poor",1
resolution or decided in less desirable ways depends,1
resolution mechanisms if they are helpful. But if,1
resolution contains a litany of untruths,1
resolution consenting to the diversion. This section is particularly,1
"resigned, causing the dismissal of two cases and placing numerous pending",1
residents of the developmental centers deserve these same opportunities,1
residents of Brandon Place Senior Apartments,1
"residence with a person who is prohibited from possessing a gun, may not",1
residence,1
reserved for the 'worst-of-the-worst' offenses. AB 520 restores this,1
reserve to fund the health care costs,1
"research, endangered species preservation and emergency food assistance",1
"research into a cure for homosexuality. In 1973, the American Psychiatric",1
research being brought into the state through federal and other grant sources,1
requiring the minor to admit to the allegation with the understanding,1
requiring state agencies to provide vendors notification of vendor,1
requiring financial transaction reports is a persistent problem. Each,1
requires that at the expiration of each member's,1
requires that Medi-Cal remain the primary safety net for,1
requires negotiation parties to meet and actually confer with one another,1
requires health plans and health insurers to offer,1
requires cities and counties to provide to the Board,1
requires an agent to,1
"requires all city, county, regional, or other local agencies, in the development and operation of bikeways, to adhere to only the design",1
"requires a visit to a physician"" and that the current",1
requires a mechanism for equalizing the negotiating,1
requires a background check and a 10-day waiting period prior to,1
requires CDFA to provide funds to farming nonprofits,1
requirements. To obtain a certificate of eligibility from the Department,1
requirements. The federal government informed DSS that,1
requirements. Drivers' licenses and identification,1
requirements. CPIL,1
requirements such that the provision does not apply to small or,1
requirements necessary for workforce development,1
requirements for the city. Although charter cities can be made subject,1
requirements can lead to the imposition of financial,1
requirements,1
requirement will force insurers to do the right thing and help,1
requirement was amended out,1
requirement that an individual participate in a one-year batterers treatment program),1
requirement for preliminary approval by campus chief executive officers and formal approval by the governing boards of settlements and informal resolutions,1
requirement for physician authorization of nonprescription,1
"requirement and were referred to district attorneys, 1,274 were found to",1
"requirement acts as a targeted restriction on abortion providers, or TRAP",1
"required under current law. According to the WCLP, ""One legal service",1
required to report to the governor and the Legislature annually,1
required to inform insureds when mold is reasonably believed to,1
required to go through the same competitive grant process that,1
required to go through a time-consuming and therefore expensive,1
required to apply for the funds appropriated in this,1
required to (1) assess the ability of CURES to,1
required payment under protest prior to seeking alternative dispute,1
required managed care organizations to make available to,1
required for treatment by medical personnel is severely restricted,1
required for survivor benefits,1
required by federal law. All of the actions required of the local,1
require women to stay in the hospital longer -- merely that,1
require their licensure by state agencies. The State should,1
require the permission of any entities whose money is being diverted for,1
"require that the Superintendent of Public Instruction, school district governing boards, and schools carry out",1
require that plan to assume responsibility for the payment,1
require high-value equipment that is used infrequently. Similarly,1
require applicants to pay a firearms training fee and complete a firearms,1
"requests. Many treating physicians have complained about the difficulty of communicating with reviewers three time zones away, and supporters",1
requests for vital records that year. The County states for every one of these requests the individual had to separately complete an affidavit of identity with a notary. The County further,1
requesting CDPH provide additional information about the bill's requirement to,1
request. Existing law presently requires that all,1
request an HIV test of the victim and determine his or her HIV status,1
request,1
"reputed owner"" where the current statute specifies ""person or",1
reputation as well as their chances in employment and education opportunities,1
representing the state's 13 largest cities,1
representing janitors and other service employees,1
representing hospitals,1
representing 48 radiotelephone utilities,1
"representatives, urged a reading of AB 646 that provides for a fact",1
representatives of the financial institutions that potentially would make,1
"representatives from health care, law enforcement, bicycle and pedestrian",1
representative of the charter school employees. Superior Court,1
representation. Unrepresented litigants typically are,1
"representation, medical and mental health treatment, and visitation with family",1
representation is available to an officer 'upon the filing of a formal,1
representation from the counties that will be affected by WETA decisions,1
represent the public from two to one. While I am,1
represent low-income individuals and health care providers,1
represent a taxpayer in an assessment appeal proceeding. They note,1
represent a major departure from the current capital,1
"reports, including one due on January 1, 2002, are",1
reports to try and break the paper trail that would lead back to their,1
"reports that, over the long-term, the program is self-supporting. The PT",1
reports indefinitely and inconclusive reports for 10 years,1
"reporting requirements, as well as the resources and systems needed to manage workforce programs. While",1
reporting and analysis beyond that required by the federal grants. At,1
reporters are required to report suspected child abuse cases to local law,1
reporters,1
"reported as child abuse. In its legal interpretation, they stated that 'a",1
"report or files late, compromises the local agency's fiscal stability",1
report on the feasibility for the Controlled,1
"report on the construction of the new Bay Bridge, including disciplinary",1
"report food facility inspection information on the Internet by July 1, 2002 and requires the Department",1
repeatedly answer their phones only to be subjected to an,1
repeat crime and recidivism by allowing newly released inmates to access,1
repayments than it disbursed in PT Postponement loans,1
"rented space at the show, submit an event and security plan, submit to",1
renewable energy resources until PUC has established a market,1
rendered within 30 days of enrollment. Changing the law as proposed in SB 112 would result in a loss of federal matching funds if a child fails to enroll,1
rendered within 30 days of a well-child assessment (vs. within 30 days of a child enrolling in HFP). MRMIB,1
rendered to a child who fails to enroll in HFP within,1
rendered on a fixed schedule by the age of a child,1
rendered,1
"render the coverage illusory. ""Reductions or severe",1
removing the financial incentives currently in place to,1
removing statewide funding caps is unnecessary and fiscally imprudent,1
"removing services or items, which have little impact on the resulting cost",1
"remit received sales tax reimbursement or use tax, (b) persons liable as",1
remains. Some supporters also,1
"remains in statute, there is no practical means for",1
"remaining claims average $909. Of the 18 claims of $10,000 or more, 13, for a total of $207,190 are for stale-dated warrants or state treasury",1
"remaining 323 claims average $1,824",1
"remaining 262 claims average $1,089",1
remaining $30 will,1
remain on the tax form,1
remain in their homes by permitting counties to defer their property,1
remain in DJF custody until they near their discharge date will recieve,1
rely on legal opinions from bond counsels to assure the bonds' credit worthiness. Without legislative action to,1
relocation agreements,1
relies upon the existing payment rules and these rules,1
relief. The legislation's proposed provisions ensure that any individual,1
relief to the low income families who experience the heaviest burden from,1
"relief from their conviction to meet a very high burden. Specifically, they must present evidence no reasonable jury would reject, evidence",1
"relevant state and federal law, the individual members could manage their",1
releases will prevent complications and ensure that the child is,1
released on electronic home detention,1
"released in the community in the next few months. Under current law, cases must be dismissed when mental health evaluators resign and are no",1
release hearing,1
relationship with CDCR and local law enforcement and enhance public,1
"relating to the bridge project improprieties. Subsequently, the employee",1
related to the high school exit exam for pupils in,1
related to the establishment and implementation of the first referendum,1
related to the battering experience,1
related to recovering excess proceeds from tax-defaulted,1
related to California's Early Start program. We will,1
relate to individuals' desire to find financial assistance,1
reintegrating into the community. This is the period when recidivism is,1
"reimbursing gratuitous travel costs. Additionally, transportation",1
reimbursements to the SRCD in the current year,1
reimbursement. CMA further indicates that a simplified,1
"reimbursement, pharmacies receive payment for generic medications they",1
reimbursement or federal matching funds under HFP,1
reimbursement of the costs of a homicide trial once,1
"reimbursement is allowed for medical and dental services, but mental health",1
reimbursed retroactively for initial treatment provided,1
"reimbursed for these costs. Under current law, each special bond fund",1
reimburse taxpayers for such charges arising from BOE errors,1
reimburse it for the cost of the credit. The remaining $40 is,1
reimburse a patient's visit to a primary care provider and a visit to a,1
"reimbursable costs. However, many counties already",1
rehearing of a decision. A party who brings an action in California's,1
"rehabilitative programs, and will make more equitable the allocation of custody and good conduct credits, all while also increasing the ability",1
rehabilitation and treatment cannot be adequately met within these,1
regulatory fees the CGCC levies on license applicants,1
"regulatory authority over that insurer, it is the state of domicil that",1
regulatory agencies,1
regulators of information about their own misconduct committed,1
regulations that authorize local emergency medical,1
regulations statewide including 18 staff that are in the field,1
"regulation, TCAC may place state LIHTCs into projects in exchange for",1
regulation of managed care must consist of a careful blend,1
"regulation by ARB and/or local air districts, who",1
"regulates the interception of wire, oral, and electronic communications",1
"regulated with respect to the preparation of their estimates, they",1
regulated their sales,1
regularly advocate for civil and individual liberties and immigrant,1
registries. We hope that in the future this information can be shared,1
registries and reports published by CDPH and,1
registration numbers. Proponents note the synergy created by a single,1
registering voters based on the number of registrations they secure,1
registered sex offenders on parole who remove or disable their GPS,1
"registered mail, certified mail, or first-class mail, evidenced by a",1
registered in the program. This becomes particularly problematic when,1
registered and paying their appropriate taxes to California. The proponents state AB 1143 is needed to close any potential loophole that,1
registered,1
regional registries' long-standing contributions continue to shape strategies to reduce the cancer burden nationwide and attract additional funding,1
regardless of whether they are in a custodial facility or participating,1
regardless of whether or not there is any evidence,1
regarding whether an eight-month amnesty period is too long and whether the amnesty program should be offered to corporations,1
regarding the possible creation of such programs around,1
regarding the misdemeanor domestic violence arrest and release,1
regarding the level of compliance with existing federal,1
regarding the application's completeness and acceptance for filing,1
regarding sun safety and skin cancer prevention for,1
regarding persons participating in an electronic monitoring program. Now,1
regarding municipal services and growth capacity for the preparation of the Sustainable Communities Strategies,1
regarding mental health this kind,1
regarding its the rapback process,1
regarding its activities,1
"regarding investigation, prosecution, licensing, or placement of a child",1
regarding how to best,1
refugees would have access to case management,1
"reform. Similar to this measure, one of these measures provided for",1
reform contained a provision that prevented an absolute defense if the business in question intentionally misrepresented material information,1
reflecting the needs of the populations served and the cost,1
refines the CTC's due process procedures in response to issues raised,1
"referrals, far exceeding the total for the previous full fiscal year",1
referendum The existing California Tourism Commission shall be inoperative while the California Tourism Marketing Commission is in existence. The new,1
"references ""Annuities U."" and states, in brief, that",1
reference as to whether the programs would be voluntary,1
refer to the standard misdemeanor release section (Penal Code Sec 853.6),1
"reentering the workforce after incarceration or a childhood spent in the foster system, as well as others who need transitional and supportive housing",1
reducing the cost and time required to establish and,1
reducing highway traffic congestion in the Bay Area,1
reduced by 50,1
reduced administrative costs and increased attendance (with a corresponding increase in ADA) as factors in achieving the savings,1
reduce unnecessary emergency room utilization and a,1
reduce the amount of state taxes in that tax year. As charitable,1
reduce greenhouse gas emissions,1
"redevelopment agency that need to be retired. In four jurisdictions, Los",1
"redeemed in card rooms. In addition, data showed that only $12,000 had",1
recreational opportunities and natural habitat in the wash,1
recovery only affects beneficiaries who cannot afford or don't know about,1
recover delinquent revenues in an efficient manner and not have a negative,1
recordkeeping systems and underreport their tax or fee liabilities. When,1
recording monitors and transcribers,1
"recorders, as well as industry organizations that wish to use them on",1
"record, disc, tape, audio cassette, wire, film, or other medium on which",1
record retention requirement can serve as,1
recommends amending the bill to remove the provision requiring staff training on the administration of naloxone,1
recommended travel medicines,1
recommended a position of support,1
"recommendations to consolidate, coordinate and streamline oral health programs",1
recommendations regarding the replacement of the existing triplicate prescription process with CURES and (3) analyze funding alternatives for ongoing,1
recommendations include a number of strategies that are intended to work together,1
recognized standards for safe handling and shipping,1
recognize our responsibility to insure that persons,1
recipients of CalWORKs. (Welfare and Institutions Code Section 18205.),1
"recharged at night as opposed to ""peak hours,"" thus taking advantage of ""excess"" electrical energy capacity",1
"recession. However, bills to end the benefit have never passed",1
recently the Bureau of State Audits. It is time to try something new,1
recent years,1
recent wildfires and windstorms in Los Angeles have underscored the urgent need to improve,1
recent legal opinion which clarifies that consensual or anal copulation,1
"recent amendments, and interference with local control and voter-approved initiatives",1
recent Starwood Hotels breach,1
receiving tobacco tax money (Prop. 99). The language,1
"receiving some 35,000 new reports annually, along 10,000 inquiries for",1
receiving assistance at the time the persons are first,1
receiving a firearm in the same manner that defendants convicted of similar misdemeanors are so prohibited,1
receives all available federal DSH funds,1
received the letter was more than twice the rate of those who did not,1
received its letter of reasonable assurance from AVMA-COE that,1
received a more lenient sentence than the juvenile,1
received,1
receive the services and,1
receive the much needed benefits counseling from trusted sources (sic),1
receive the letter. The study concludes that gun law messaging increased,1
"receive some level of assistance, thereby improving their",1
receive seamless and continuous care through improved coordination and,1
receive regarding possible incidents of abuse and neglect of residents in,1
receive financial support from the Authority,1
receive electric and gas from their existing investor-owned utility,1
"receive a waiver from the requirement, even in the event that they are",1
"recanted were credible, and that the remaining witness who identified",1
recanted,1
rebuild families,1
reasons in supporting the bill. SB 23 addresses an,1
reasonably available evidence,1
reasonable measures to assess new teachers and to help them,1
"reasonable doubt the person is an SVP. Upon such a finding, the person is",1
"reason for contract termination or nonrenewal , and to",1
really know exactly what chemicals they are putting into their bodies,1
"reallocated for special education programs, however, would not eliminate the need for payment for these",1
realignment has resulted in an increased caseload,1
reading level for deaf adults served by their agency is at a,1
rePLANET Recycling,1
"re-offend, thus less likely to endanger the public. Currently, many",1
raw sewage leaks,1
"rather, would ensure that, while individuals are free to express",1
rather than every 14 to 21 days,1
"rates to be regulated so that they are not unfair, and so that consumer watch dog groups can participate in",1
rates of exhaust system tampering,1
ratepayers receive clean drinking water,1
"rate, it is unclear how necessary rate increases are",1
rate models are a critical tool for the Legislature,1
rate for summer school instruction. The bill would,1
"rate equal to 110% of the hospital's actual costs. Additionally, SB",1
ranging from $6 million,1
ranging from $55 to $381,1
ranging from $34 to $47,1
"range of exams every five years, it would have to expand",1
ranchers,1
ran a story highlighting the fact that CalWORKs cash assistance could be,1
"rampant. AB 149 would promote voting rights by requiring the Dept. of Corrections, including parole and probation officers, to notify persons",1
racetracks were able to accept more out-of-state races under,1
"racetracks a marketing tool and leverage with tracks outside of the United States. Presently, due to current restrictions, California tracks are sending their signal to out-of-country",1
"races, which will give California racetracks a marketing tool and leverage with tracks outside of California. Presently, due to specific restrictions, California tracks are sending",1
races under some type of reciprocity agreement,1
race,1
quotes a Pac Bell poll indicating that telemarketing,1
quiet heroism deserves to be shared with and celebrated by Americans from,1
quickly resolve alleged violations of the Fish and Game Code,1
quickly inform all County of those tax agents in violation of this,1
question. While the CalWORKs grant is intended to provide assistance with,1
"question, 'How many individuals have been arrested or convicted of violating a lawfully issued gang injunction?' Unfortunately, because",1
question before the Supreme Court was whether a Tennessee state court had jurisdiction to hold a disabled veteran in contempt for failing to pay child,1
quarter of all undocumented immigrants in the US live in California and one in ten workers is undocumented. These workers are forced to live in,1
quality standards for ozone and particulate matter. The incentive funding,1
quality patient care by reducing the financial burden of pharmaceutical,1
quality and could quickly and efficiently take on the additional,1
qualified retirement plans. The compensation limit for the 2011 calendar,1
qualified doctor can be denied the opportunity to join a,1
qualified Associate Teacher permit holders in programs who could be providing instructional,1
"qualifications, and who comprise the membership of DMH's SVP Evaluator",1
putting vendors at risk of losing their contract with the state and their,1
"put the Megan's Law list of offenders on a public access website with the offender's address, photo and list of offenses. For some offenders with",1
"put in claim, the bill would always place the provider in",1
"pursue justice for incarcerated domestic violence victims, ""AB 1593",1
pursuant to SB 740. The Year Round School Grant program no longer serves,1
"pursuant to Penal Code Section 851.86 (SB 618, Statutes of 2013)",1
purses and commissions. If California was able to accept,1
"purpose, it provides no funding for the actual administrative costs",1
purpose of the Small Business Retention Program is,1
purkiss-rose-rsi,1
purebred or not - will be exempt from the spay/neuter requirement,1
pureBar,1
purchasing and possessing firearms are also prohibited from purchasing,1
"purchasers who are not properly licensed to sell, repair, or dismantle",1
